为什么	wsm
钢轨	ghgv
各行各业	ghgy
搞活国营大中型企业	ghgy
刚够	ghgb
刚好	ghhk
刚会	ghhv
钢化	ghhw
钢叉	ghia
纲常	ghih
钢厂	ghih
刚吃	ghii
钢窗	ghid
过河拆桥	ghiq
刚出	ghiu
钢筋	ghjn
纲纪	ghji
刚劲	ghjy
刚健	ghjm
肛交	ghjc
港九	ghjq
港剧	ghju
钢锯	ghju
钢架	ghjw
更何况	ghkd
更何况是	ghku
钢盔	ghkv
港口	ghkb
刚来	ghll
搞混了	ghle
钢缆	ghlj
纲领	ghly
杠铃	ghly
钢梁	ghld
鬼话连篇	ghlp
钢轮	ghlp
岗楼	ghlb
肛门	ghmf
刚猛	ghmg
刚满	ghmj
改换门庭	ghmt
纲目	ghmu
钢坯	ghpi
港片	ghpm
钢琴	ghqn
关汉卿	ghqy
刚强	ghqd
钢钎	ghqm
刚巧	ghqc
钢圈	ghqr
港人	ghrf
隔行如隔山	ghru
蛊惑人心	ghrx
各花入各眼	ghry
刚柔	ghrb
钢丝	ghsi
钢索	ghso
港台	ghtl
岗亭	ghty
钢条	ghtc
钢铁	ghtx
岗哨	ghuk
港商	ghuh
刚上	ghuh
供货商	ghuh
港式	ghui
搞活市场	ghui
刚说	ghuo
勾魂摄魄	ghup
刚睡	ghuv
钢水	ghuv
钢渣	ghva
钢爪	ghvk
钢针	ghvf
刚直	ghvi
钢珠	ghvu
肝火旺	ghwh
港湾	ghwj
港务	ghwu
岗位	ghwz
刚醒	ghxy
刚性	ghxy
刚想	ghxd
刚学	ghxt
刚需	ghxu
恭贺新禧	ghxx
搞好学习	ghxx
钢牙	ghya
钢印	ghyn
刚要	ghyk
纲要	ghyk
孤魂野鬼	ghyg
刚毅	ghyi
刚硬	ghyy
国会议员	ghyy
港元	ghyr
刚勇	ghys
刚玉	ghyu
古惑仔	ghzl
港资	ghzi
光合作用	ghzy
刚走	ghzb
高处不胜寒	gibh
攻城拔寨	gibv
肝肠寸断	gicd
共产党	gidh
高潮迭起	gidq
共产党员	gidy
观察观察	gigi
管吃管住	gigv
改朝换代	gihd
觥筹交错	gijc
国仇家恨	gijh
各持己见	gijj
歌唱家	gijw
观察家	gijw
攻城略地	gild
钢产量	gild
高产量	gild
构成了	gile
干柴烈火	gilh
观察力	gili
贯彻落实	gilu
功成名就	gimj
鼓唇弄舌	ginu
滚出去	giqu
工程师	giui
功成身退	giut
过程中	givs
贯彻执行	givx
共产主义	givy
刚吃完	giwj
广场舞	giwu
高出一筹	giyi
肝癌	gjai
国家安全局	gjaj
干坝	gjba
感觉不错	gjbc
感觉不到	gjbd
赶奔	gjbf
感激不尽	gjbj
国家版权局	gjbj
国家保密局	gjbj
国际背景	gjbj
改进版	gjbj
国际版	gjbj
肝病	gjby
干冰	gjby
恭敬不如从命	gjbm
干瘪	gjbx
国家不分大小	gjbx
干部	gjbu
高居榜首	gjbu
国家标准	gjbv
各军兵种	gjbv
国际标准	gjbv
干杯	gjbz
估计不足	gjbz
冠军杯	gjbz
甘草	gjck
干草	gjck
干才	gjcl
干菜	gjcl
供给侧	gjce
关键词	gjci
国家财产	gjci
干脆	gjcv
国家财政	gjcv
敢打	gjda
勾肩搭背	gjdb
敢斗	gjdb
感到	gjdk
赶到	gjdk
国际贷款	gjdk
归结到	gjdk
诡计多端	gjdd
光脚的不怕穿鞋的	gjdd
甘当	gjdh
国际大循环	gjdh
根据地	gjdi
甘地	gjdi
国家栋梁	gjdl
干掉	gjdc
干爹	gjdx
感动	gjds
国家大事	gjdu
高精度	gjdu
感恩	gjen
公检法	gjfa
国际法	gjfa
国家法	gjfa
干粉	gjff
干饭	gjfj
赶赴	gjfu
孤军奋战	gjfv
过节费	gjfz
国际法准则	gjfz
尴尬	gjga
赶稿	gjgk
干戈	gjge
国际歌	gjge
各家各户	gjgh
敢干	gjgj
国家工商行政管理局	gjgj
国家国有资产管理局	gjgj
感光	gjgd
根据规定	gjgd
国家规定	gjgd
国际惯例	gjgl
干过	gjgo
感官	gjgr
孤家寡人	gjgr
敢管	gjgr
赶工	gjgs
干股	gjgu
高级工程师	gjgu
各就各位	gjgw
国际关系	gjgx
干好	gjhk
赶海	gjhl
干涸	gjhe
干旱	gjhj
国家海洋局	gjhj
国家核安全局	gjhj
国家环保局	gjhj
国家黄金管理局	gjhj
国家环境保护局	gjhj
感怀	gjhy
高级会议	gjhy
国际会议	gjhy
干活	gjho
钢筋混凝土	gjht
高级会谈	gjht
赶回	gjhv
感化	gjhw
国际化	gjhw
干吼	gjhb
国际货币	gjhb
赶超	gjik
干柴	gjil
赶车	gjie
公交车	gjie
杆秤	gjig
赶场	gjih
干劲冲天	gjit
感触	gjiu
故技重施	gjiu
赶出	gjiu
甘醇	gjip
赶紧	gjjn
公积金	gjjn
干劲	gjjn
国家机关	gjjg
国家机构	gjjg
感激	gjji
国家级	gjji
国际机场	gjji
赶集	gjji
干净	gjjy
干警	gjjy
国家机关工作人员	gjjy
干将	gjjd
赣江	gjjd
敢讲	gjjd
国家机器	gjjq
国际金融	gjjr
感觉	gjjt
柑橘	gjju
国家建设	gjju
国家经济建设	gjju
国际局势	gjju
干架	gjjw
国家教委	gjjw
国家计生委	gjjw
国家计委	gjjw
国际交往	gjjw
过家家	gjjw
赶考	gjkk
感慨	gjkl
干咳	gjke
赶快	gjky
攻坚克难	gjkn
干枯	gjku
甘苦	gjku
感喟	gjkv
甘霖	gjln
赶来	gjll
干净利落	gjll
干了	gjle
感觉良好	gjlh
橄榄	gjlj
国家旅游局	gjlj
国际劳动妇女节	gjlj
工具栏	gjlj
干粮	gjld
各级领导	gjld
干练	gjlm
干流	gjlq
甘露	gjlu
过街老鼠	gjlu
赶路	gjlu
干嘛	gjma
感冒	gjmk
赶忙	gjmh
国家民族事务委员会	gjmh
擀面	gjmm
国进民退	gjmt
国计民生	gjmu
纲举目张	gjmv
国际贸易	gjmy
国家民族	gjmz
甘美	gjmz
干娘	gjnd
感念	gjnm
干呕	gjou
赶跑	gjpk
干啤	gjpi
感佩	gjpz
干亲	gjqn
感情	gjqy
敢情	gjqy
赶巧	gjqc
甘泉	gjqr
赶去	gjqu
干渠	gjqu
各军区	gjqu
各尽其职	gjqv
各就其位	gjqw
干扰	gjrk
感人	gjrf
各级人民政府	gjrf
甘居人后	gjrh
感染	gjrj
拱肩缩背	gjsb
干涩	gjse
管见所及	gjsj
各尽所能	gjsn
甘肃	gjsu
赶趟	gjth
国家体育运动委员会	gjth
感叹	gjtj
国家统计局	gjtj
国家土地管理局	gjtj
感激涕零	gjtl
甘甜	gjtm
过几天	gjtm
狗急跳墙	gjtq
各具特色	gjts
干啥	gjua
干涉	gjue
肝肾	gjuf
赶上	gjuh
感伤	gjuh
国际上	gjuh
国际商会	gjuh
国际社会	gjuh
干事	gjui
估价师	gjui
赶尽杀绝	gjuj
国家商检局	gjuj
国家税务局	gjuj
干爽	gjud
钢筋水泥	gjun
谷贱伤农	gjun
敢说	gjuo
孤军深入	gjur
甘薯	gjuu
高技术	gjuu
工具书	gjuu
国家税收	gjuu
国际事务	gjuw
广结善缘	gjuy
高技术产业	gjuy
感受	gjub
关键设备	gjub
干瘦	gjub
弓箭手	gjub
感召	gjvk
甘蔗	gjve
攻击者	gjve
感知	gjvi
高级职称	gjvi
赶制	gjvi
过江之鲫	gjvj
国家中医药管理局	gjvj
国家专利局	gjvj
攻坚战	gjvj
国际知名	gjvm
国家主席	gjvx
国际主义	gjvy
甘居中游	gjvy
高级专员	gjvy
更加重要	gjvy
赣州	gjvb
古井无波	gjwb
敢问	gjwf
赶往	gjwh
干完	gjwj
国家外国专家局	gjwj
国家外汇管理局	gjwj
国家文物局	gjwj
国家物价局	gjwj
国际舞台	gjwt
关键问题	gjwt
国际问题	gjwt
感悟	gjwu
甘为	gjwz
归结为	gjwz
敢为	gjwz
甘心	gjxn
根据需要和可能	gjxn
干洗	gjxi
感性	gjxy
关键性	gjxy
国际性	gjxy
感想	gjxd
敢想	gjxd
工具箱	gjxd
干线	gjxm
国境线	gjxm
干校	gjxc
干笑	gjxc
感谢	gjxx
甘休	gjxq
国际象棋	gjxq
国际形势	gjxu
赶下	gjxw
国际新闻	gjxw
更进一步	gjyb
甘油	gjyb
肝炎	gjyj
关节炎	gjyj
感言	gjyj
国家烟草专卖局	gjyj
国家医药管理局	gjyj
感应	gjyy
甘愿	gjyr
国际友人	gjyr
歌剧院	gjyr
敢用	gjys
国家预算	gjys
干预	gjyu
敢于	gjyu
归咎于	gjyu
甘于	gjyu
国家验收	gjyu
国家元首	gjyu
刚极易折	gjyv
古今有之	gjyv
国际资本	gjzb
赶走	gjzb
干燥	gjzk
赶在	gjzl
肝脏	gjzh
国家自然科学基金委员会	gjzh
甘孜	gjzi
关键字	gjzi
官架子	gjzi
杆子	gjzi
敢做	gjzo
孤军作战	gjzv
各级组织	gjzv
国际组织	gjzv
怪病	gyby
雇佣兵	gyby
怪才	gycl
拐带	gydl
告一段落	gydl
怪诞	gydj
拐点	gydm
高压电	gydm
高开低走	gkdz
乖乖	gygy
拐棍	gygp
高开高走	gkgz
怪话	gyhw
工业化	gyhw
公有化	gyhw
国有化	gyhw
乖舛	gyir
拐进	gyjn
拐角	gyjc
怪叫	gyjc
怪杰	gyjx
工业界	gyjx
光可鉴人	gkjr
怪客	gyke
管窥蠡测	gklc
怪了	gyle
鬼哭狼嚎	gklh
乖戾	gyli
公有理	gyli
工艺流程	gyli
怪脸	gylm
供应链	gylm
怪论	gylp
拐卖	gyml
广开门路	gkml
乖谬	gymq
怪你	gyni
国营农场	gyni
拐跑	gypk
怪癖	gypi
怪僻	gypi
乖僻	gypi
拐骗	gypm
乖巧	gyqc
怪圈	gyqr
怪人	gyrf
公开赛	gksl
怪他	gyta
怪胎	gytl
怪谈	gytj
怪声	gyug
怪事	gyui
工业生产	gyui
贵阳市	gyui
更衣室	gyui
怪谁	gyuv
更有甚者	gyuv
怪兽	gyub
怪招	gyvk
拐杖	gyvh
拐弯	gywj
怪我	gywo
感慨万千	gkwq
怪物	gywu
怪味	gywz
孤苦无依	gkwy
怪相	gyxd
怪想	gyxd
观音像	gyxd
怪笑	gyxc
甘苦与共	gkyg
怪样	gyyh
怪异	gyyi
广开言路	gkyl
怪哉	gyzl
顾影自怜	gyzl
怪罪	gyzv
工业总产值	gyzv
广本	gdbf
光斑	gdbj
光板	gdbj
给脸不要脸	glbl
光标	gdbc
广播	gdbo
广博	gdbo
搞了半天	glbt
哥伦比亚	glby
光彩	gdcl
广大	gdda
光大	gdda
广岛	gddk
高利贷	gldl
咣当	gddh
光电	gddm
广电	gddm
光碟	gddx
广东	gdds
广度	gddu
高楼大厦	gldu
国立大学	gldx
广泛	gdfj
光伏	gdfu
光复	gdfu
广告	gdgk
古里古怪	glgg
逛逛	gdgd
改来改去	glgq
光顾	gdgu
孤陋寡闻	glgw
光棍	gdgp
敢打敢拼	gdgp
光火	gdho
光环	gdhr
光辉	gdhv
光滑	gdhw
光华	gdhw
告老还乡	glhx
广场	gdih
顾虑重重	glii
光脚	gdjc
广角	gdjc
逛街	gdjx
光洁	gdjx
格鲁吉亚	gljy
管理经验	gljy
光靠	gdkk
广阔	gdko
光控	gdks
光临	gdln
光缆	gdlj
孤零零	glly
光亮	gdld
光溜	gdlq
光溜溜	gllq
怪力乱神	gllu
广袤	gdmk
光芒	gdmh
光明	gdmy
广漠	gdmo
广纳	gdna
格林纳达	glnd
光年	gdnm
光盘	gdpj
高度评价	gdpj
光凭	gdpy
光谱	gdpu
光圈	gdqr
过来人	glrf
改任	glrf
过路人	glrf
更阑人静	glrj
光荣	gdrs
光色	gdse
光速	gdsu
光听	gdty
光秃	gdtu
光头	gdtb
广厦	gdua
广深	gduf
高丽参	gluf
光是	gdui
古来圣贤皆寂寞	glum
光说	gduo
光束	gduu
广受	gdub
光照	gdvk
光着	gdve
过了这个村就没这个店了	glvl
光柱	gdvu
高度重视	gdvu
官僚主义	glvy
改良主义	glvy
广州	gdvb
格林威治	glwv
广为	gdwz
各单位	gdwz
孤立无援	glwy
广西	gdxi
寡廉鲜耻	glxi
光想	gdxd
光效	gdxc
光学	gdxt
供电系统	gdxt
光绪	gdxu
光阴	gdyn
光耀	gdyk
广义	gdyi
光源	gdyr
广元	gdyr
鼓浪屿	glyu
公路运输	glyu
广域	gdyu
光晕	gdyp
膏粱子弟	glzd
光泽	gdze
过目不忘	gmbw
关门打狗	gmdg
国民党	gmdh
关门大吉	gmdj
高密度	gmdu
沽名钓誉	gmdy
关门弟子	gmdz
哥们儿	gmer
关门放狗	gmfg
干没干过	gmgg
各门各派	gmgp
鬼门关	gmgr
怪模怪样	gmgy
灌迷魂汤	gmht
规模化	gmhw
革命化	gmhw
改名换姓	gmhx
过目成诵	gmis
国民经济	gmjj
革命家	gmjw
光明磊落	gmll
功名利禄	gmll
根目录	gmlu
革命烈士	gmlu
革命历史	gmlu
概莫能外	gmnw
冠名权	gmqr
公民权	gmqr
郭沫若	gmro
高锰酸钾	gmsj
光芒四射	gmsu
顾名思义	gmsy
冠冕堂皇	gmth
革命尚未成功	gmug
国民收入	gmur
国民生产总值	gmuv
光明正大	gmvd
国民政府	gmvf
擀面杖	gmvh
关门捉贼	gmvz
广袤无边	gmwb
光芒万丈	gmwv
广袤无垠	gmwy
刮目相待	gmxd
革命性	gmxy
规模效益	gmxy
刮目相看	gmxk
鬼迷心窍	gmxq
光明新区	gmxq
哥们义气	gmyq
各民族	gmzu
敢怒不敢言	gnby
工农兵	gnby
国难当头	gndt
高难度	gndu
敢怒而不敢言	gney
国内国际	gngj
孤男寡女	gngn
管宁割席	gngx
观念更新	gngx
敢怒敢言	gngy
姑奶奶	gnnl
更年期	gnqi
肝脑涂地	gntd
国内市场	gnui
国内生产总值	gnuv
国内外	gnwl
功能性	gnxy
故弄玄虚	gnxx
狗娘养的	gnyd
工农业	gnye
锅巴	goba
国宾	gobn
国宝	gobk
过百	gobl
过磅	gobh
过半	gobj
国办	gobj
国标	gobc
国别	gobx
果菜	gocl
国策	goce
过错	goco
国粹	gocv
国道	godk
过得	gode
过的	gode
过当	godh
过低	godi
过电	godm
国电	godm
过多	godo
果断	godr
果冻	gods
过冬	gods
过度	godu
过渡	godu
国都	godu
国度	godu
国法	gofa
国发	gofa
过分	goff
国风	gofg
国防	gofh
果脯	gofu
国父	gofu
国富	gofu
过高	gogk
锅盖	gogl
国歌	goge
国格	goge
果敢	gogj
蝈蝈	gogo
过关	gogr
国共	gogs
国公	gogs
过好	gohk
国号	gohk
过海	gohl
过河	gohe
国航	gohh
国货	goho
过火	goho
过活	goho
过户	gohu
国会	gohv
国徽	gohv
国画	gohw
国魂	gohp
过后	gohb
过场	goih
国耻	goii
国产	goij
国仇	goib
国际	goji
国籍	goji
过急	goji
过激	goji
过奖	gojd
裹脚	gojc
国脚	gojc
过节	gojx
国界	gojx
果酒	gojq
国酒	gojq
果决	gojt
锅具	goju
国剧	goju
国家	gojw
过客	goke
过宽	gokr
国库	goku
锅盔	gokv
过劳	golk
过来	goll
过了	gole
锅里	goli
国力	goli
国立	goli
过量	gold
过路	golu
锅炉	golu
过滤	golv
国骂	goma
过敏	gomn
国民	gomn
国门	gomf
国名	gomy
过目	gomu
国难	gonj
过年	gonm
果农	gons
国内	gonz
果品	gopn
果皮	gopi
过期	goqi
国旗	goqi
国企	goqi
过气	goqi
国庆	goqy
国情	goqy
国强	goqd
过强	goqd
过谦	goqm
过桥	goqc
国球	goqq
过去	goqu
过热	gore
果仁	gorf
国人	gorf
过人	gorf
果然	gorj
果肉	gorb
国色	gose
果酸	gosr
锅台	gotl
国泰	gotl
果糖	goth
锅贴	gotx
国土	gotu
裹腿	gotv
过头	gotb
过身	gouf
过深	gouf
过上	gouh
果实	goui
过时	goui
过失	goui
国事	goui
过世	goui
国师	goui
果树	gouu
国书	gouu
果蔬	gouu
国税	gouv
国手	goub
过手	goub
过招	govk
国债	govl
过窄	govl
过着	gove
裹着	gove
果真	govf
过账	govh
果汁	govi
过站	govj
国战	govj
锅庄	govd
过重	govs
国中	govs
裹住	govu
国外	gowl
过问	gowf
国文	gowf
过完	gowj
国务	gowu
果味	gowz
国威	gowz
过膝	goxi
过隙	goxi
过细	goxi
果香	goxd
过线	goxm
过小	goxc
裹挟	goxx
过些	goxx
国学	goxt
过瘾	goyn
国药	goyk
过夜	goye
过眼	goyj
国宴	goyj
过严	goyj
国营	goyy
过硬	goyy
果园	goyr
国乐	goyt
过于	goyu
国语	goyu
国运	goyp
国有	goyb
国优	goyb
裹扎	goza
过早	gozk
聒噪	gozk
过载	gozl
裹在	gozl
国葬	gozh
果子	gozi
国资	gozi
裹足	gozu
国足	gozu
国贼	gozz
高攀不起	gpbq
狗屁不通	gpbt
各凭本事	gpbu
割袍断义	gpdy
狗屁倒灶	gpdz
狗皮膏	gpgk
狗皮膏药	gpgy
跟屁虫	gpis
公平竞争	gpjv
国破家亡	gpjw
公平交易	gpjy
高朋满座	gpmz
顾盼生姿	gpuz
公平正义	gpvy
公平无私	gpws
公平性	gpxy
顾盼自雄	gpzx
攻其不备	gqbb
顾前不顾后	gqbh
过去的	gqde
顾全大局	gqdj
高强度	gqdu
搞清楚	gqiu
国庆节	gqjx
过去了	gqle
公权力	gqli
归去来兮	gqlx
鬼敲门	gqmf
国庆日	gqri
各取所长	gqsi
各取所需	gqsx
公器私用	gqsy
苟且偷安	gqta
共青团	gqtr
苟且偷生	gqtu
共青团员	gqty
共青团中央	gqty
过去时	gqui
关切之情	gqvq
苟且之心	gqvx
攻其无备	gqwb
高清晰	gqxi
观其行	gqxy
苟全性命	gqxm
各区县	gqxm
苟全性命于乱世	gqxu
攻其一点	gqyd
隔墙有耳	gqye
各企业	gqye
鼓起勇气	gqyq
感情用事	gqyu
过期作废	gqzf
个人爱好	grah
关爱	grai
关隘	grai
供认不讳	grbh
光荣榜	grbh
关闭	grbi
刚柔并济	grbj
官办	grbj
个人版	grbj
官兵	grby
果然不出所料	grbl
棺材	grcl
馆藏	grch
灌丛	grcs
管道	grdk
官倒	grdk
官道	grdk
官邸	grdi
观点	grdm
关掉	grdc
关东	grds
贵人多忘事	grdu
个人得失	grdu
感人肺腑	grff
观风	grfg
官方	grfh
惯犯	grfj
官府	grfu
灌溉	grgl
观感	grgj
个人冠军	grgj
观光	grgd
棺椁	grgo
关过	grgo
管管	grgr
关公	grgs
关顾	grgu
鳏寡	grgw
管好	grhk
观海	grhl
关怀	grhy
官宦	grhr
关乎	grhu
官话	grhw
观后	grhb
观察	gria
个人崇拜	grib
个人承包	grib
观潮	grik
官差	gril
贯彻	grie
官场	grih
光荣称号	grih
关窗	grid
贯穿	grir
光荣传统	grit
关紧	grjn
关机	grji
工人阶级	grjj
观景	grjy
关键	grjm
管教	grjc
关节	grjx
官阶	grjx
灌酒	grjq
骨软筋酥	grjs
固若金汤	grjt
官居	grju
管家	grjw
官价	grjw
冠军	grjp
观看	grkj
管控	grks
管窥	grkv
关口	grkb
关了	grle
惯了	grle
管了	grle
灌了	grle
管理	grli
惯例	grli
感染力	grli
官吏	grli
观礼	grli
灌篮	grlj
关联	grlm
官僚	grlc
骨肉离散	grls
管路	grlu
个人利益	grly
关贸	grmk
关门	grmf
工人们	grmf
官迷	grmi
灌满	grmj
冠名	grmy
冠冕	grmm
观摩	grmo
灌木	grmu
官媒	grmz
官能	grng
管你	grni
观念	grnm
关内	grnz
关起	grqi
官腔	grqd
关切	grqx
关卡	grqw
官人	grrf
灌入	grru
个人认为	grrw
光荣任务	grrw
观赛	grsl
观色	grse
官司	grsi
个人所得税	grsu
管他	grta
灌汤	grth
关停	grty
骨肉团圆	grty
贯通	grts
罐头	grtb
关头	grtb
骨肉同胞	grtb
馆舍	grue
官绅	gruf
观赏	gruh
官商	gruh
关上	gruh
管事	grui
灌输	gruu
个人收入调节税	gruu
管束	gruu
灌水	gruv
关税	gruv
管谁	gruz
关照	grvk
关账	grvh
馆长	grvh
管制	grvi
官职	grvi
罐装	grvd
观众	grvs
关中	grvs
关注	grvu
灌注	grvu
贯注	grvu
个人主义	grvy
关外	grwl
官网	grwh
观望	grwh
管我	grwo
官位	grwz
管委	grwz
官威	grwz
关心	grxn
骨肉相残	grxc
个人习惯	grxg
关系	grxi
盥洗	grxi
刚柔相济	grxj
惯性	grxy
骨肉相连	grxl
管线	grxm
管辖	grxw
关押	grya
观音	gryn
官窑	gryk
高人一等	gryd
官样	gryh
冠以	gryi
改容易貌	grym
官员	gryr
管用	grys
惯用	grys
管乐	gryt
关于	gryu
关羽	gryu
个人英雄	gryx
官运	gryp
馆子	grzi
过日子	grzi
管子	grzi
惯纵	grzs
灌醉	grzv
惯贼	grzz
各人自扫门前雪	grzx
个人自由	grzy
公安	gsan
公案	gsan
公报	gsbk
工本	gsbf
工笔	gsbi
公办	gsbj
公版	gsbj
公布	gsbu
弓步	gsbu
工部	gsbu
弓背	gsbz
供词	gsci
共存	gscp
攻打	gsda
共达	gsda
公道	gsdk
功德	gsde
公德	gsde
宫灯	gsdg
工党	gsdh
共党	gsdh
工地	gsdi
功底	gsdi
公敌	gsdi
哥斯达黎加	gsdj
工单	gsdj
公担	gsdj
拱顶	gsdy
宫殿	gsdm
供电	gsdm
公爹	gsdx
工段	gsdr
勾三搭四	gsds
共度	gsdu
攻读	gsdu
高速度	gsdu
工读	gsdu
宫斗	gsdb
功法	gsfa
公分	gsff
公愤	gsff
供奉	gsfg
工蜂	gsfg
攻防	gsfh
公房	gsfh
共犯	gsfj
公私分明	gsfm
功夫	gsfu
工夫	gsfu
高速发展	gsfv
公费	gsfz
贡嘎	gsga
躬耕	gsgg
公干	gsgj
归宿感	gsgj
功过	gsgo
公国	gsgo
公共	gsgs
公公	gsgs
古色古香	gsgx
各色各样	gsgy
功耗	gshk
公海	gshl
公害	gshl
恭贺	gshe
共和	gshe
工行	gshh
公函	gshj
供货	gsho
工会	gshv
公会	gshv
恭候	gshb
公差	gsia
公车	gsie
功臣	gsif
工程	gsig
工厂	gsih
工场	gsih
公尺	gsii
共产	gsij
公产	gsij
共创	gsid
共处	gsiu
供出	gsiu
隔三岔五	gsiw
隔三叉五	gsiw
公斤	gsjn
共进	gsjn
攻击	gsji
共计	gsji
公积	gsji
供给	gsji
功绩	gsji
公鸡	gsji
恭敬	gsjy
工匠	gsjd
弓箭	gsjm
共建	gsjm
攻坚	gsjm
公交	gsjc
工交	gsjc
攻讦	gsjx
贡酒	gsjq
公爵	gsjt
公决	gsjt
工具	gsju
公家	gsjw
工卡	gska
公开	gskl
功课	gske
攻克	gske
工科	gske
公筷	gsky
工矿	gskd
功劳	gslk
公里	gsli
功力	gsli
公理	gsli
功利	gsli
公立	gsli
公历	gsli
工龄	gsly
公粮	gsld
工联	gslm
工料	gslc
攻略	gslt
公路	gslu
功率	gslv
攻擂	gslz
公论	gslp
公民	gsmn
工贸	gsmk
拱门	gsmf
宫门	gsmf
共鸣	gsmy
功名	gsmy
共勉	gsmm
公募	gsmu
公墓	gsmu
公亩	gsmu
功能	gsng
公牛	gsnq
供暖	gsnr
工农	gsns
弓弩	gsnu
宫女	gsnv
宫内	gsnz
贡品	gspn
工牌	gspl
公派	gspl
工棚	gspg
公判	gspj
公平	gspy
公婆	gspo
攻破	gspo
公仆	gspu
躬亲	gsqn
工期	gsqi
供气	gsqi
公顷	gsqy
共庆	gsqy
工钱	gsqm
鼓瑟齐鸣	gsqm
拱桥	gsqc
供求	gsqq
公权	gsqr
宫阙	gsqt
攻取	gsqu
工区	gsqu
各司其职	gsqv
各色人等	gsrd
供热	gsre
工人	gsrf
公认	gsrf
供认	gsrf
公诉人	gsrf
拱让	gsrh
公然	gsrj
攻入	gsru
高耸入云	gsry
公司	gssi
公私	gssi
恭送	gsss
公诉	gssu
公孙	gssp
公堂	gsth
供体	gsti
宫廷	gsty
共同	gsts
共通	gsts
公推	gstv
国色天香	gstx
工头	gstb
公投	gstb
攻杀	gsua
公社	gsue
共设	gsue
躬身	gsuf
公审	gsuf
工商	gsuh
工伤	gsuh
共商	gsuh
公式	gsui
共识	gsui
公事	gsui
工时	gsui
工事	gsui
攻势	gsui
共事	gsui
公使	gsui
公示	gsui
公说	gsuo
供述	gsuu
公署	gsuu
供水	gsuv
恭顺	gsup
攻守	gsub
拱手	gsub
公债	gsvl
弓着	gsve
共振	gsvf
公正	gsvg
公证	gsvg
工整	gsvg
公章	gsvh
公职	gsvi
高素质	gsvi
供职	gsvi
公制	gsvi
攻占	gsvj
工装	gsvd
供桌	gsvo
公转	gsvr
公众	gsvs
工种	gsvs
公主	gsvu
公司职员	gsvy
宫外	gswl
公文	gswf
公网	gswh
公务	gswu
公物	gswu
恭维	gswz
工委	gswz
共为	gswz
工薪	gsxn
攻心	gsxn
恭喜	gsxi
共性	gsxy
共享	gsxd
贡献	gsxm
攻陷	gsxm
功效	gsxc
供销	gsxc
工效	gsxc
公休	gsxq
工休	gsxq
公选	gsxr
供血	gsxt
工序	gsxu
供需	gsxu
共叙	gsxu
攻下	gsxw
功勋	gsxp
弓腰	gsyk
工业	gsye
公司员工	gsyg
供养	gsyh
公益	gsyi
工艺	gsyi
公演	gsyj
硅酸盐	gsyj
供应	gsyy
公园	gsyr
公元	gsyr
共用	gsys
公用	gsys
功用	gsys
公约	gsyt
公钥	gsyt
公寓	gsyu
工余	gsyu
工于	gsyu
公允	gsyp
工运	gsyp
共有	gsyb
公有	gsyb
工友	gsyb
公杂	gsza
公仔	gszl
工资	gszi
公子	gszi
工作	gszo
高速增长	gszv
功罪	gszv
改天吧	gtba
更谈不上	gtbu
顾头不顾尾	gtbw
感叹词	gtci
感天动地	gtdd
共同点	gtdm
高头大马	gtdm
刮台风	gtfg
故态复萌	gtfm
鬼头鬼脑	gtgn
沟通沟通	gtgt
高抬贵手	gtgu
感叹号	gthk
改天换地	gthd
改头换面	gthm
光天化日	gthr
个体户	gthu
光天化日之下	gthx
钢铁长城	gtii
共同处	gtiu
跟他讲	gtjd
国土局	gtju
狗头军师	gtju
骨头架子	gtjz
高谈阔论	gtkl
改天聊	gtlc
瓜田李下	gtlx
共同理想	gtlx
共同利益	gtly
国泰民安	gtma
管他呢	gtne
故土难离	gtnl
关塔那摩	gtnm
古铜色	gtse
龟兔赛跑	gtsp
管他三七二十一	gtsy
共同体	gtti
光秃秃	gttu
高台跳水	gttu
共同市场	gtui
感同身受	gtuu
共同之处	gtvi
歌台舞榭	gtwx
沟通一下	gtyx
共同语言	gtyy
改天再	gtzl
狗腿子	gtzi
古巴	guba
股本	gubf
孤本	gubf
过时不候	gubh
古币	gubi
古板	gubj
光说不练	gubl
姑表	gubc
估测	guce
谷仓	guch
故此	guci
更上层楼	gucl
古代	gudl
瓜熟蒂落	gudl
根深蒂固	gudg
鼓荡	gudh
谷底	gudi
故地	gudi
谷地	gudi
孤单	gudj
古典	gudm
鼓点	gudm
隔山打牛	gudn
骨雕	gudc
股东	guds
古董	guds
鼓动	guds
孤独	gudu
工商大学	gudx
孤儿	guer
故而	guer
古法	gufa
股份	guff
古风	gufg
高尚风格	gufg
鼓风	gufg
孤帆	gufj
古佛	gufo
辜负	gufu
国事访问	gufw
公事公办	gugb
股沟	gugb
孤高	gugk
股改	gugl
公说公有理	gugl
工商管理	gugl
谷歌	guge
骨骼	guge
故事梗概	gugg
骨鲠	gugg
各说各话	gugh
骨干	gugj
古怪	gugy
各式各样	gugy
故国	gugo
古国	gugo
怪声怪气	gugq
故宫	gugs
雇工	gugs
股肱	gugs
姑姑	gugu
咕咕	gugu
汩汩	gugu
孤寡	gugw
更适合	guhe
孤寒	guhj
蛊惑	guho
骨灰	guhv
工商行政	guhv
固化	guhw
公式化	guhw
格式化	guhw
古话	guhw
孤魂	guhp
古刹	guia
过山车	guie
